Days for shipping (real),Days for shipment (scheduled),Delivery Status,Shipping Mode,shipping date (DateOrders),Ship Id
3,2,Late delivery,Second Class,12/28/2016 8:26,473883
5,2,Late delivery,Second Class,10/16/2015 19:44,747442
2,2,Shipping on time,Second Class,1/29/2017 18:23,829451
5,2,Late delivery,Second Class,5/5/2017 3:21,390249
4,2,Late delivery,Second Class,4/11/2017 8:28,405458
3,2,Late delivery,Second Class,2/18/2017 14:40,687789
4,2,Late delivery,Second Class,5/11/2017 10:11,136070
6,2,Late delivery,Second Class,4/7/2017 6:02,777332
3,2,Late delivery,Second Class,3/18/2015 14:05,144099
2,2,Shipping on time,Second Class,3/23/2017 7:37,172110
4,2,Late delivery,Second Class,3/5/2017 3:05,556595
5,2,Late delivery,Second Class,11/12/2015 2:22,713059
5,2,Late delivery,Second Class,4/6/2016 0:03,105521
3,2,Late delivery,Second Class,11/2/2016 3:37,776986
2,2,Shipping on time,Second Class,12/28/2015 23:29,722239
5,2,Late delivery,Second Class,12/6/2015 14:56,477021
3,2,Late delivery,Second Class,11/19/2015 16:53,154773
5,2,Late delivery,Second Class,11/16/2015 7:58,176058
6,2,Late delivery,Second Class,12/25/2015 15:58,431684
3,2,Late delivery,Second Class,4/16/2016 14:24,173614
4,2,Late delivery,Second Class,7/9/2016 5:42,868553
3,2,Late delivery,Second Class,7/9/2016 18:08,105833
6,2,Late delivery,Second Class,4/16/2016 17:23,825142
5,2,Late delivery,Second Class,6/18/2016 10:17,429909
5,2,Late delivery,Second Class,12/12/2016 3:12,185676
5,2,Late delivery,Second Class,9/21/2015 15:24,920491
2,2,Shipping on time,Second Class,8/21/2015 3:10,553909
5,2,Late delivery,Second Class,7/2/2015 18:29,171957
6,2,Late delivery,Second Class,8/31/2017 10:44,316971
6,2,Late delivery,Second Class,7/17/2015 19:10,633117
5,2,Late delivery,Second Class,9/3/2015 0:42,109370
5,2,Late delivery,Second Class,8/4/2015 23:31,553437
5,2,Late delivery,Second Class,9/24/2017 7:43,217263
5,2,Late delivery,Second Class,8/15/2017 16:32,442996
2,2,Shipping on time,Second Class,1/19/2017 18:23,945732
2,2,Shipping on time,Second Class,2/8/2017 11:21,638420
4,2,Late delivery,Second Class,9/20/2017 0:32,440882
2,2,Shipping on time,Second Class,8/16/2015 2:18,758438
6,2,Late delivery,Second Class,7/19/2015 0:57,623910
3,2,Late delivery,Second Class,11/10/2017 16:56,543852
3,2,Late delivery,Second Class,7/16/2015 3:24,818300
3,2,Late delivery,Second Class,8/16/2017 22:39,583282
6,2,Late delivery,Second Class,8/14/2017 8:49,282443
3,2,Late delivery,Second Class,8/8/2015 13:42,567466
5,2,Late delivery,Second Class,11/10/2016 17:58,663467
3,2,Late delivery,Second Class,11/8/2017 14:08,480539
3,2,Late delivery,Second Class,7/25/2017 19:53,459291
6,2,Late delivery,Second Class,10/14/2015 6:15,423423
5,2,Late delivery,Second Class,9/25/2015 21:00,377252
2,2,Shipping on time,Second Class,6/10/2015 2:13,268020
3,2,Late delivery,Second Class,9/24/2017 4:33,844465
2,2,Shipping on time,Second Class,11/8/2017 9:03,886356
4,2,Late delivery,Second Class,9/9/2015 11:02,579206
5,2,Late delivery,Second Class,12/30/2016 23:09,932112
2,2,Shipping on time,Second Class,8/31/2015 1:24,422827
6,2,Late delivery,Second Class,8/13/2015 8:48,934550
6,2,Late delivery,Second Class,9/26/2015 19:36,304509
5,2,Late delivery,Second Class,7/11/2015 21:27,739979
2,2,Shipping on time,Second Class,8/4/2015 20:32,433188
6,2,Late delivery,Second Class,6/16/2015 9:56,671444
5,2,Late delivery,Second Class,8/20/2017 17:24,558351
4,2,Late delivery,Second Class,9/22/2015 23:06,820207
4,2,Late delivery,Second Class,9/10/2015 2:48,236778
6,2,Late delivery,Second Class,7/29/2015 21:57,493361
5,2,Late delivery,Second Class,7/23/2015 17:14,691989
4,2,Late delivery,Second Class,10/13/2016 22:44,886759
6,2,Late delivery,Second Class,7/16/2015 11:38,773614
4,2,Late delivery,Second Class,7/8/2015 2:32,515185
3,2,Late delivery,Second Class,9/2/2017 0:02,452226
6,2,Late delivery,Second Class,7/11/2017 15:32,330024
6,2,Late delivery,Second Class,10/10/2015 14:40,598605
6,2,Late delivery,Second Class,10/20/2015 5:54,184018
2,2,Shipping on time,Second Class,8/8/2017 23:53,353456
6,2,Late delivery,Second Class,10/16/2015 21:19,413855
6,2,Late delivery,Second Class,8/12/2017 21:47,291661
6,2,Late delivery,Second Class,10/27/2015 4:19,546270
6,2,Late delivery,Second Class,9/30/2015 7:41,198082
3,2,Late delivery,Second Class,10/20/2015 6:25,711762
5,2,Late delivery,Second Class,6/7/2015 10:38,153621
3,2,Late delivery,Second Class,8/4/2017 12:52,226360
5,2,Late delivery,Second Class,8/16/2015 21:03,191617
5,2,Late delivery,Second Class,7/30/2015 6:53,103478
2,2,Shipping on time,Second Class,8/3/2015 9:30,416252
4,2,Late delivery,Second Class,7/9/2015 8:19,650984
4,2,Late delivery,Second Class,12/2/2016 3:24,801893
6,2,Late delivery,Second Class,9/28/2017 20:09,614269
6,2,Late delivery,Second Class,8/10/2015 0:13,112846
2,2,Shipping on time,Second Class,8/29/2017 10:22,809365
6,2,Late delivery,Second Class,7/8/2015 23:13,532783
3,2,Late delivery,Second Class,9/18/2017 10:10,579453
4,2,Late delivery,Second Class,10/3/2015 9:36,285469
5,2,Late delivery,Second Class,9/24/2015 9:58,909522
3,2,Late delivery,Second Class,8/29/2015 22:57,811881
4,2,Late delivery,Second Class,7/18/2015 18:17,794043
3,2,Late delivery,Second Class,6/28/2017 18:00,326605
3,2,Late delivery,Second Class,7/6/2017 8:10,210092
6,2,Late delivery,Second Class,9/23/2017 8:46,460741
5,2,Late delivery,Second Class,6/18/2015 14:39,602183
5,2,Late delivery,Second Class,9/2/2016 16:50,370109
5,2,Late delivery,Second Class,10/24/2017 11:10,908334
3,2,Late delivery,Second Class,9/3/2015 13:19,314879
5,2,Late delivery,Second Class,8/6/2015 17:34,178973
5,2,Late delivery,Second Class,8/21/2015 16:40,147194
3,2,Late delivery,Second Class,10/23/2015 23:45,558132
4,2,Late delivery,Second Class,7/3/2015 20:56,578056
6,2,Late delivery,Second Class,11/12/2017 17:27,462718
2,2,Shipping on time,Second Class,8/28/2017 13:21,787138
4,2,Late delivery,Second Class,10/10/2016 10:39,594793
6,4,Late delivery,Standard Class,2/26/2017 13:05,158346
6,4,Late delivery,Standard Class,4/26/2017 8:59,613854
5,4,Late delivery,Standard Class,3/22/2015 5:19,445705
3,4,Advance shipping,Standard Class,5/17/2015 3:29,542541
3,4,Advance shipping,Standard Class,3/9/2015 14:37,337316
6,4,Late delivery,Standard Class,5/23/2015 7:52,179100
2,4,Advance shipping,Standard Class,5/19/2015 4:42,699418
6,4,Late delivery,Standard Class,5/7/2017 5:59,874408
3,4,Advance shipping,Standard Class,3/10/2017 14:39,143709
2,4,Advance shipping,Standard Class,1/27/2017 8:34,303692
5,4,Late delivery,Standard Class,3/9/2015 7:16,771272
2,4,Advance shipping,Standard Class,6/16/2017 11:53,447081
5,4,Late delivery,Standard Class,2/4/2015 3:59,627910
2,4,Advance shipping,Standard Class,2/23/2017 1:42,690567
3,4,Advance shipping,Standard Class,4/17/2017 6:32,447123
5,4,Late delivery,Standard Class,1/29/2017 7:21,478791
2,4,Advance shipping,Standard Class,3/20/2017 18:18,871814
6,4,Late delivery,Standard Class,3/2/2017 11:41,102093
2,4,Advance shipping,Standard Class,5/17/2017 15:25,900044
6,4,Late delivery,Standard Class,5/9/2015 18:02,173051
4,4,Shipping on time,Standard Class,5/3/2015 13:29,808298
3,4,Advance shipping,Standard Class,6/6/2017 2:58,708968
3,4,Advance shipping,Standard Class,2/24/2015 11:18,288507
4,4,Shipping on time,Standard Class,2/9/2015 10:17,761402
5,4,Late delivery,Standard Class,3/21/2017 9:33,238300
3,4,Advance shipping,Standard Class,4/15/2017 12:29,647617
4,4,Shipping on time,Standard Class,6/1/2015 14:41,413777
6,4,Late delivery,Standard Class,2/7/2017 17:09,405968
2,4,Advance shipping,Standard Class,5/12/2015 23:49,730667
2,4,Advance shipping,Standard Class,1/23/2015 5:13,268572
2,4,Advance shipping,Standard Class,5/16/2017 13:09,370634
3,4,Advance shipping,Standard Class,5/13/2015 3:08,831752
5,4,Late delivery,Standard Class,4/30/2017 14:45,343240
6,4,Late delivery,Standard Class,2/26/2017 0:50,808339
2,4,Advance shipping,Standard Class,3/25/2017 3:25,919175
4,4,Shipping on time,Standard Class,4/17/2017 22:07,654980
4,4,Shipping on time,Standard Class,5/12/2015 9:27,996437
6,4,Late delivery,Standard Class,1/23/2015 2:46,590686
3,4,Advance shipping,Standard Class,1/30/2015 5:13,878271
5,4,Late delivery,Standard Class,1/29/2015 20:06,576237
2,4,Shipping canceled,Standard Class,4/3/2015 3:22,856319
6,4,Shipping canceled,Standard Class,6/7/2017 13:28,217323
6,4,Shipping canceled,Standard Class,1/15/2015 10:50,715450
5,4,Shipping canceled,Standard Class,4/6/2017 0:25,440917
3,4,Shipping canceled,Standard Class,4/9/2015 4:35,189321
4,4,Shipping canceled,Standard Class,5/5/2017 0:02,170388
6,4,Shipping canceled,Standard Class,2/28/2015 21:38,481581
2,4,Shipping canceled,Standard Class,2/4/2017 18:01,727121
2,4,Shipping canceled,Standard Class,5/11/2017 17:32,844996
5,4,Shipping canceled,Standard Class,4/2/2015 9:20,400648
3,4,Shipping canceled,Standard Class,2/12/2017 8:01,833985
4,4,Shipping canceled,Standard Class,5/17/2015 6:49,280767
5,4,Shipping canceled,Standard Class,6/20/2017 13:27,614182
3,4,Shipping canceled,Standard Class,2/12/2016 22:54,127707
4,4,Shipping canceled,Standard Class,12/27/2015 22:37,609462
6,4,Shipping canceled,Standard Class,4/5/2016 15:07,997802
3,4,Advance shipping,Standard Class,3/28/2016 14:57,709231
6,4,Late delivery,Standard Class,1/19/2016 16:48,230974
5,4,Late delivery,Standard Class,3/27/2016 12:20,210524
2,4,Advance shipping,Standard Class,11/4/2015 12:42,725625
2,4,Advance shipping,Standard Class,10/30/2016 7:28,874220
2,4,Advance shipping,Standard Class,3/11/2016 23:44,797589
3,4,Advance shipping,Standard Class,9/19/2016 10:20,239403
2,4,Advance shipping,Standard Class,12/17/2015 15:58,484631
2,4,Advance shipping,Standard Class,9/29/2016 21:00,285748
2,4,Advance shipping,Standard Class,12/1/2016 10:14,225220
3,4,Advance shipping,Standard Class,11/9/2015 8:09,123590
2,4,Advance shipping,Standard Class,12/7/2015 0:13,146274
2,4,Advance shipping,Standard Class,12/1/2015 23:21,374826
4,4,Shipping on time,Standard Class,1/11/2016 0:42,401832
3,4,Advance shipping,Standard Class,11/21/2016 10:04,683149
4,4,Shipping on time,Standard Class,9/18/2016 16:38,990964
5,4,Late delivery,Standard Class,12/14/2015 22:38,402060
2,4,Advance shipping,Standard Class,2/5/2016 17:39,219002
6,4,Late delivery,Standard Class,2/13/2016 5:23,389200
3,4,Advance shipping,Standard Class,2/26/2016 7:28,916443
2,4,Advance shipping,Standard Class,11/19/2016 5:41,991236
4,4,Shipping on time,Standard Class,11/21/2015 17:46,183044
2,4,Advance shipping,Standard Class,1/5/2017 4:03,630777
3,4,Advance shipping,Standard Class,10/16/2016 6:58,463722
2,4,Advance shipping,Standard Class,11/8/2015 9:33,370990
4,4,Shipping on time,Standard Class,11/10/2015 8:30,144539
4,4,Shipping on time,Standard Class,1/20/2016 14:10,768264
6,4,Late delivery,Standard Class,10/16/2016 11:42,854577
6,4,Late delivery,Standard Class,12/30/2016 14:13,271926
5,4,Late delivery,Standard Class,9/11/2016 12:48,432449
2,4,Advance shipping,Standard Class,11/29/2016 17:56,811943
3,4,Advance shipping,Standard Class,11/6/2016 9:13,349360
4,4,Shipping on time,Standard Class,10/21/2016 23:25,692735
4,4,Shipping on time,Standard Class,1/13/2017 21:54,425180
6,4,Late delivery,Standard Class,12/28/2016 18:26,360036
4,4,Shipping on time,Standard Class,12/4/2016 18:27,865432
5,4,Late delivery,Standard Class,10/27/2016 12:23,606857
5,4,Late delivery,Standard Class,9/8/2016 5:58,537644
3,4,Advance shipping,Standard Class,9/1/2016 20:10,544515
6,4,Late delivery,Standard Class,9/7/2016 22:47,131395
2,4,Advance shipping,Standard Class,9/21/2016 6:18,356793
3,4,Advance shipping,Standard Class,10/17/2016 3:59,988466
2,4,Advance shipping,Standard Class,9/25/2016 13:39,300525
3,4,Advance shipping,Standard Class,12/3/2016 11:06,737850
2,4,Advance shipping,Standard Class,12/16/2016 19:50,639530
6,4,Shipping canceled,Standard Class,10/14/2016 3:39,737823
6,4,Shipping canceled,Standard Class,9/5/2016 2:28,865944
3,4,Shipping canceled,Standard Class,11/5/2016 6:56,726353
3,4,Shipping canceled,Standard Class,10/13/2016 21:09,784589
4,4,Shipping canceled,Standard Class,12/23/2016 10:54,121473
6,4,Shipping canceled,Standard Class,12/5/2016 8:07,798510
4,4,Shipping canceled,Standard Class,11/28/2016 6:33,777859
5,4,Shipping canceled,Standard Class,8/1/2017 5:41,199615
4,4,Shipping canceled,Standard Class,7/18/2015 2:31,543959
2,4,Shipping canceled,Standard Class,7/7/2017 12:22,251563
5,4,Shipping canceled,Standard Class,7/28/2015 11:06,880779
5,4,Shipping canceled,Standard Class,11/20/2016 2:11,807164
6,4,Shipping canceled,Standard Class,9/6/2015 3:51,719395
6,4,Shipping canceled,Standard Class,7/12/2017 7:18,670968
5,4,Shipping canceled,Standard Class,9/9/2017 10:22,186391
6,4,Shipping canceled,Standard Class,7/17/2017 20:25,705315
3,4,Shipping canceled,Standard Class,10/17/2015 17:07,411810
5,4,Shipping canceled,Standard Class,8/18/2017 5:50,675833
4,4,Shipping canceled,Standard Class,9/15/2015 10:40,967536
3,4,Shipping canceled,Standard Class,9/27/2015 4:52,284691
4,4,Shipping canceled,Standard Class,9/8/2017 10:01,244191
5,4,Shipping canceled,Standard Class,9/6/2017 14:03,520035
4,4,Shipping canceled,Standard Class,12/8/2016 11:48,389258
2,4,Advance shipping,Standard Class,8/13/2015 7:44,329568
2,4,Advance shipping,Standard Class,6/4/2015 13:06,824131
5,4,Late delivery,Standard Class,6/7/2015 15:54,535727
3,4,Advance shipping,Standard Class,7/29/2017 11:28,808690
3,4,Advance shipping,Standard Class,7/24/2017 21:07,340986
4,4,Shipping on time,Standard Class,10/11/2015 22:33,850741
2,4,Advance shipping,Standard Class,9/7/2017 16:50,620763
3,4,Advance shipping,Standard Class,8/14/2017 9:21,425667
2,4,Advance shipping,Standard Class,8/30/2015 21:54,476028
3,4,Advance shipping,Standard Class,6/25/2015 13:25,318224
4,4,Shipping on time,Standard Class,10/17/2015 1:10,128485
4,4,Shipping on time,Standard Class,12/31/2016 9:50,747607
4,4,Shipping on time,Standard Class,8/26/2015 17:43,379071
3,4,Advance shipping,Standard Class,9/14/2015 5:04,413020
2,4,Advance shipping,Standard Class,10/14/2015 13:58,101188
5,4,Late delivery,Standard Class,7/10/2017 13:25,181317
5,4,Late delivery,Standard Class,6/25/2015 9:34,160012
2,4,Advance shipping,Standard Class,9/19/2017 16:07,907797
5,4,Late delivery,Standard Class,7/23/2015 11:59,207613
5,4,Late delivery,Standard Class,6/6/2015 13:37,623446
6,4,Late delivery,Standard Class,7/16/2017 7:38,450158
2,4,Advance shipping,Standard Class,7/18/2017 4:08,502427
2,4,Advance shipping,Standard Class,6/27/2017 7:08,669763
3,4,Advance shipping,Standard Class,7/8/2017 23:14,315689
2,4,Advance shipping,Standard Class,6/10/2015 10:59,912104
6,4,Late delivery,Standard Class,8/9/2015 8:27,813025
5,4,Late delivery,Standard Class,8/29/2017 18:37,651925
5,4,Late delivery,Standard Class,8/11/2015 20:11,717703
5,4,Late delivery,Standard Class,1/2/2017 12:28,685189
4,4,Shipping on time,Standard Class,7/4/2015 21:28,980677
4,4,Shipping on time,Standard Class,8/23/2017 22:39,758296
5,4,Late delivery,Standard Class,8/5/2017 23:33,663124
6,4,Late delivery,Standard Class,8/18/2017 5:40,714494
3,4,Advance shipping,Standard Class,10/19/2015 0:38,799756
5,4,Late delivery,Standard Class,9/18/2017 1:04,471903
6,4,Late delivery,Standard Class,9/15/2017 1:04,958867
4,4,Shipping on time,Standard Class,11/19/2016 1:50,547364
2,4,Advance shipping,Standard Class,6/30/2017 12:13,430039
4,4,Shipping on time,Standard Class,9/27/2015 20:28,374241
4,4,Shipping on time,Standard Class,9/8/2015 3:30,486329
5,4,Late delivery,Standard Class,1/2/2016 11:34,994332
6,4,Late delivery,Standard Class,1/31/2016 7:20,703807
2,4,Advance shipping,Standard Class,11/19/2015 17:04,642740
5,4,Late delivery,Standard Class,1/31/2018 19:16,276853
3,4,Advance shipping,Standard Class,2/7/2016 8:01,363839
4,4,Shipping on time,Standard Class,3/7/2016 10:47,942539
5,4,Late delivery,Standard Class,3/29/2016 11:38,141472
5,4,Late delivery,Standard Class,12/27/2017 20:12,447198
4,4,Shipping on time,Standard Class,12/29/2015 11:24,216544
2,4,Advance shipping,Standard Class,12/7/2015 19:29,873169
4,4,Shipping on time,Standard Class,11/20/2015 4:59,285834
2,4,Advance shipping,Standard Class,9/11/2016 1:03,774806
4,4,Shipping on time,Standard Class,1/13/2017 0:53,563823
3,4,Advance shipping,Standard Class,11/19/2015 18:38,383894
3,4,Advance shipping,Standard Class,11/26/2017 11:18,294303
2,4,Advance shipping,Standard Class,11/19/2015 15:19,302859
5,4,Late delivery,Standard Class,4/4/2016 23:32,948254
2,4,Advance shipping,Standard Class,11/18/2015 18:17,994760
6,4,Late delivery,Standard Class,11/29/2017 17:36,326982
2,4,Advance shipping,Standard Class,1/30/2016 2:15,858311
3,4,Advance shipping,Standard Class,1/31/2018 21:22,350265
3,4,Advance shipping,Standard Class,12/2/2015 16:42,665868
4,4,Shipping on time,Standard Class,12/27/2015 17:22,366580
3,4,Advance shipping,Standard Class,2/16/2016 2:13,608512
5,4,Late delivery,Standard Class,12/5/2016 4:48,251762
6,4,Late delivery,Standard Class,12/7/2015 6:32,977128
3,4,Advance shipping,Standard Class,3/31/2016 11:16,129186
4,4,Shipping on time,Standard Class,1/22/2016 4:43,157501
5,4,Late delivery,Standard Class,12/26/2015 21:55,614361
3,4,Advance shipping,Standard Class,11/10/2015 10:25,736896
3,4,Advance shipping,Standard Class,3/27/2016 7:25,237318
3,4,Advance shipping,Standard Class,2/5/2016 3:28,827485
3,4,Advance shipping,Standard Class,1/29/2018 18:34,748435
3,4,Advance shipping,Standard Class,11/12/2015 11:28,697645
6,4,Late delivery,Standard Class,1/7/2016 15:46,132550
3,4,Advance shipping,Standard Class,12/17/2015 12:18,810321
5,4,Late delivery,Standard Class,11/13/2015 15:09,251861
5,4,Late delivery,Standard Class,11/26/2015 9:42,323266
2,4,Advance shipping,Standard Class,12/30/2016 0:54,199265
5,4,Late delivery,Standard Class,11/22/2016 17:15,512253
2,4,Advance shipping,Standard Class,9/2/2016 8:36,981076
4,4,Shipping on time,Standard Class,12/29/2016 0:02,416722
6,4,Late delivery,Standard Class,9/12/2016 23:39,342971
2,4,Advance shipping,Standard Class,1/18/2016 1:13,540403
3,4,Advance shipping,Standard Class,2/8/2016 19:03,659866
5,4,Late delivery,Standard Class,11/13/2015 1:08,362041
3,4,Advance shipping,Standard Class,12/9/2015 15:06,908110
2,4,Advance shipping,Standard Class,12/15/2015 0:55,620081
5,4,Late delivery,Standard Class,2/14/2016 18:21,424369
5,4,Late delivery,Standard Class,3/26/2016 11:48,464251
4,4,Shipping on time,Standard Class,3/27/2016 12:30,951188
4,4,Shipping on time,Standard Class,3/22/2016 15:08,435419
5,4,Late delivery,Standard Class,3/19/2016 13:24,766096
5,4,Late delivery,Standard Class,12/24/2017 1:06,962127
4,4,Shipping on time,Standard Class,11/27/2017 16:54,764735
2,4,Advance shipping,Standard Class,12/24/2017 19:09,737040
3,4,Advance shipping,Standard Class,11/25/2015 11:16,434510
3,4,Advance shipping,Standard Class,12/28/2015 9:18,449704
2,4,Advance shipping,Standard Class,10/16/2016 14:09,840668
6,4,Late delivery,Standard Class,12/21/2016 13:00,476498
6,4,Late delivery,Standard Class,12/1/2016 20:02,314607
3,4,Advance shipping,Standard Class,9/26/2016 10:30,193956
4,4,Shipping on time,Standard Class,1/2/2017 5:38,305961
3,4,Advance shipping,Standard Class,12/31/2015 7:22,133857
